epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.6733668446540833,0.8211781978607178,0.0010000000474974513,0.9664750099182129,0.9365079402923584,0.6000000238418579,0.25882354378700256,0.5,2.864215612411499,0.0,0.0
0,0.6381909251213074,0.796675980091095,0.0010000000474974513,1.3342413902282715,0.9171270728111267,0.5627118349075317,0.25882354378700256,0.5,6.3019890785217285,0.0,0.0
1,0.6834170818328857,0.8823267817497253,0.0010000000474974513,0.6966554522514343,0.9720670580863953,0.5898305177688599,0.25882354378700256,0.5746753215789795,3.9768123626708984,0.0,0.0
2,0.713567852973938,0.8825571537017822,0.0010000000474974513,0.5537768602371216,0.9689119458198547,0.6338983178138733,0.25882354378700256,0.6406926512718201,1.5985867977142334,0.0,0.0
3,0.7185929417610168,0.8839723467826843,0.0010000000474974513,0.49845123291015625,0.9644669890403748,0.6440678238868713,0.25882354378700256,0.5768398642539978,2.3463973999023438,0.0,0.0
4,0.7412060499191284,0.9035543203353882,0.0010000000474974513,0.4427543878555298,0.9660193920135498,0.6745762825012207,0.25882354378700256,0.5299422740936279,2.356320381164551,0.0,0.0
5,0.7562814354896545,0.8995063304901123,0.0010000000474974513,0.44318830966949463,0.9852941036224365,0.6813559532165527,0.25882354378700256,0.588744580745697,2.846534013748169,0.0,0.0
6,0.7638190984725952,0.9388842582702637,0.0010000000474974513,0.38405734300613403,0.9763033390045166,0.698305070400238,0.25882354378700256,0.4682539701461792,3.7587854862213135,0.0,0.0
7,0.7814070582389832,0.9337666630744934,0.0010000000474974513,0.40171369910240173,0.9952380657196045,0.7084745764732361,0.25882354378700256,0.5865800380706787,2.853116750717163,0.0,0.0
8,0.8165829181671143,0.9648181200027466,0.00020000000949949026,0.29985544085502625,0.9784482717514038,0.7694915533065796,0.25882354378700256,0.6724386811256409,2.6025965213775635,0.0,0.0
9,0.7839195728302002,0.9458120465278625,0.00020000000949949026,0.35158830881118774,0.981566846370697,0.7220339179039001,0.25882354378700256,0.6111111044883728,2.6295337677001953,0.0,0.0
10,0.8115577697753906,0.946634829044342,0.00020000000949949026,0.33409547805786133,0.9910714030265808,0.7525423765182495,0.25882354378700256,0.6551226377487183,2.6034061908721924,0.0,0.0
11,0.8015075325965881,0.95672208070755,0.00020000000949949026,0.31752175092697144,0.9909090995788574,0.7389830350875854,0.25882354378700256,0.7128427028656006,2.4715049266815186,0.0,0.0
12,0.8015075325965881,0.9547473788261414,0.00020000000949949026,0.3181256949901581,0.9954128265380859,0.7355931997299194,0.25882354378700256,0.6948052048683167,2.5988335609436035,0.0,0.0
0,0.6557788848876953,0.825835108757019,0.0010000000474974513,1.224527359008789,0.9488636255264282,0.5661016702651978,0.25882354378700256,0.5396825671195984,3.950415849685669,0.0,0.0
1,0.6934673190116882,0.8856343030929565,0.0010000000474974513,0.6504272818565369,0.9887005686759949,0.5932203531265259,0.25882354378700256,0.5317460298538208,2.507601499557495,0.0,0.0
2,0.7487437129020691,0.9237288236618042,0.0010000000474974513,0.4497755765914917,0.9949238300323486,0.6644067764282227,0.25882354378700256,0.5097402930259705,2.1626038551330566,0.0,0.0
3,0.7763819098472595,0.9446930885314941,0.0010000000474974513,0.36663979291915894,0.9904761910438538,0.7050847411155701,0.25882354378700256,0.5,2.4402358531951904,0.0,0.0
4,0.7738693356513977,0.9424551725387573,0.0010000000474974513,0.3686041831970215,0.9857819676399231,0.7050847411155701,0.25882354378700256,0.5,3.3604118824005127,0.0,0.0
5,0.80402010679245,0.968932032585144,0.0010000000474974513,0.3043261170387268,0.9909502267837524,0.7423728704452515,0.25882354378700256,0.5,3.632420539855957,0.0,0.0
6,0.8115577697753906,0.9632219672203064,0.0010000000474974513,0.29495877027511597,1.0,0.7457627058029175,0.25882354378700256,0.5,3.199327230453491,0.0,0.0
7,0.80402010679245,0.9566562175750732,0.0010000000474974513,0.32080987095832825,0.9954338073730469,0.7389830350875854,0.25882354378700256,0.5,3.2035486698150635,0.0,0.0
8,0.8165829181671143,0.9645054936408997,0.00020000000949949026,0.29500311613082886,0.991150438785553,0.7593220472335815,0.25882354378700256,0.5209234952926636,3.109492778778076,0.0,0.0
9,0.8316583037376404,0.9808622598648071,0.00020000000949949026,0.24715591967105865,1.0,0.7728813290596008,0.25882354378700256,0.5,3.2358078956604004,0.0,0.0
10,0.8542713522911072,0.9735395908355713,0.00020000000949949026,0.2565377950668335,1.0,0.803389847278595,0.25882354378700256,0.460317462682724,2.8631653785705566,0.0,0.0
11,0.8542713522911072,0.9727497100830078,0.00020000000949949026,0.2544781267642975,1.0,0.803389847278595,0.25882354378700256,0.5468975305557251,3.09320330619812,0.0,0.0
12,0.8693467378616333,0.9847128391265869,0.00020000000949949026,0.2242031991481781,1.0,0.8237287998199463,0.25882354378700256,0.6154400706291199,3.1197826862335205,0.0,0.0
